location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Ireland,16/12/2020,77197,421,328.143,2140,6,5.429,15633.898,85.261,66.455,433.392,1.215,1.099,1.37,28,5.671,198,40.099,,,,,13120,2146763,434.761,2.657,11872,2.404,0.028,36.2,tests performed,,,,,,,,,,72.22,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,17/12/2020,77678,481,353.571,2143,3,3.714,15731.31,97.412,71.605,433.999,0.608,0.752,1.43,30,6.076,211,42.732,,,,,13219,2159982,437.438,2.677,11948,2.42,0.03,33.8,tests performed,,,,,,,,,,72.22,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,18/12/2020,78254,576,392.429,2149,6,4.143,15847.961,116.651,79.474,435.214,1.215,0.839,1.48,31,6.278,206,41.719,,,,,14093,2174075,440.293,2.854,12158,2.462,0.032,31,tests performed,,,,,,,,,,72.22,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,19/12/2020,78776,522,431.429,2154,5,4.429,15953.676,105.715,87.373,436.227,1.013,0.897,1.52,29,5.873,206,41.719,,,,,13941,2188016,443.116,2.823,12314,2.494,0.035,28.5,tests performed,,,,,,,,,,72.22,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,20/12/2020,79542,766,479.571,2158,4,4.857,16108.806,155.13,97.123,437.037,0.81,0.984,1.57,29,5.873,220,44.554,17.903,3.626,82.555,16.719,13458,2201474,445.841,2.726,12704,2.573,0.038,26.5,tests performed,,,,,,,,,,72.22,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,21/12/2020,80267,725,545.429,2158,0,4.571,16255.633,146.827,110.46,437.037,0,0.926,1.6,30,6.076,235,47.592,,,,,12804,2214278,448.434,2.593,13069,2.647,0.042,24,tests performed,,,,,,,,,,72.22,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,22/12/2020,81228,961,636,2171,13,5.286,16450.254,194.621,128.802,439.67,2.633,1.07,1.63,28,5.671,237,47.997,,,,,13225,2227503,451.113,2.678,13409,2.716,0.047,21.1,tests performed,,,,,,,,,,75,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,23/12/2020,82155,927,708.286,2184,13,6.286,16637.99,187.736,143.442,442.303,2.633,1.273,1.62,25,5.063,239,48.402,,,,,20662,2248165,455.297,4.184,14486,2.934,0.049,20.5,tests performed,,,,,,,,,,75,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,24/12/2020,83073,918,770.714,2192,8,7,16823.903,185.913,156.085,443.923,1.62,1.418,1.62,22,4.455,255,51.642,,,,,22876,2271041,459.93,4.633,15866,3.213,0.049,20.6,tests performed,,,,,,,,,,68.52,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,25/12/2020,84098,1025,834.857,2194,2,6.429,17031.485,207.582,169.075,444.328,0.405,1.302,1.62,25,5.063,253,51.237,,,,,21423,2292464,464.269,4.339,16913,3.425,0.049,20.3,tests performed,,,,,,,,,,68.52,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,26/12/2020,85394,1296,945.429,2200,6,6.571,17293.951,262.465,191.468,445.543,1.215,1.331,1.62,23,4.658,268,54.275,,,,,11999,2304463,466.699,2.43,16635,3.369,0.057,17.6,tests performed,,,,,,,,,,68.52,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,27/12/2020,86129,735,941,2204,4,6.571,17442.802,148.852,190.571,446.353,0.81,1.331,1.62,27,5.468,321,65.009,15.914,3.223,120.351,24.373,3536,2307999,467.415,0.716,15218,3.082,0.062,16.2,tests performed,,,,,,,,,,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,28/12/2020,86894,765,946.714,2205,1,6.714,17597.73,154.927,191.728,446.556,0.203,1.36,1.66,30,6.076,360,72.907,,,,,9405,2317404,469.32,1.905,14732,2.984,0.064,15.6,tests performed,,,,,,,,,,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,29/12/2020,88439,1545,1030.143,2213,8,6,17910.622,312.893,208.624,448.176,1.62,1.215,1.75,34,6.886,409,82.83,,,,,13805,2331209,472.115,2.796,14815,3,0.07,14.4,tests performed,,,,,,,,,,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,30/12/2020,90157,1718,1143.143,2226,13,6,18258.551,347.929,231.509,450.808,2.633,1.215,1.82,39,7.898,454,91.944,,,,,17489,2348698,475.657,3.542,14362,2.909,0.08,12.6,tests performed,,,,,,,,,,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,31/12/2020,91779,1622,1243.714,2237,11,6.429,18587.038,328.487,251.876,453.036,2.228,1.302,1.88,42,8.506,491,99.437,,,,,26312,2375010,480.986,5.329,14853,3.008,0.084,11.9,tests performed,1800,,,,,0.04,,,,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,01/01/2021,93532,1753,1347.714,2248,11,7.714,18942.054,355.017,272.938,455.264,2.228,1.562,1.96,50,10.126,508,102.88,,,,,27389,2402399,486.533,5.547,15705,3.181,0.086,11.7,tests performed,,,,,550,,,,111,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,02/01/2021,96926,3394,1647.429,2252,4,7.429,19629.406,687.351,333.636,456.074,0.81,1.504,2.06,56,11.341,581,117.664,,,,,20846,2423245,490.754,4.222,16969,3.437,0.097,10.3,tests performed,,,,,550,,,,111,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,03/01/2021,101887,4961,2251.143,2259,7,7.857,20634.105,1004.699,455.9,457.492,1.418,1.591,2.11,65,13.164,673,136.296,14.919,3.021,377.961,76.544,28543,2451788,496.535,5.781,20541,4.16,0.11,9.1,tests performed,,,,,550,,,,111,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,04/01/2021,107997,6110,3014.714,2265,6,8.571,21871.499,1237.394,610.538,458.707,1.215,1.736,2.1,73,14.784,744,150.675,,,,,20571,2472359,500.701,4.166,22136,4.483,0.136,7.3,tests performed,4000,,,,550,0.08,,,111,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,05/01/2021,113322,5325,3554.714,2282,17,9.857,22949.915,1078.416,719.899,462.15,3.443,1.996,2.02,76,15.391,817,165.458,,,,,19908,2492267,504.733,4.032,23008,4.66,0.154,6.5,tests performed,,,,,1194,,,,242,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,06/01/2021,121154,7832,4428.143,2299,17,10.429,24536.048,1586.133,896.785,465.592,3.443,2.112,1.92,89,18.024,921,186.52,,,,,28370,2520637,510.478,5.745,24563,4.974,0.18,5.5,tests performed,,,,,1624,,,,329,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,07/01/2021,127657,6503,5125.429,2307,8,10,25853.032,1316.984,1037.999,467.212,1.62,2.025,1.79,101,20.454,1022,206.975,,,,,28610,2549247,516.272,5.794,24891,5.041,0.206,4.9,tests performed,15314,,,,1931,0.31,,,391,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,08/01/2021,135884,8227,6050.286,2327,20,11.286,27519.16,1666.128,1225.301,471.263,4.05,2.286,1.65,107,21.67,1153,233.505,,,,,27319,2576566,521.805,5.533,24881,5.039,0.243,4.1,tests performed,,,,,3028,,,,613,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,09/01/2021,140727,4843,6257.286,2336,9,12,28499.962,980.802,1267.222,473.086,1.823,2.43,1.49,121,24.505,1285,260.238,,,,,29972,2606538,527.875,6.07,26185,5.303,0.239,4.2,tests performed,,,,,4124,,,,835,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,10/01/2021,147613,6886,6532.286,2344,8,12.143,29894.512,1394.549,1322.915,474.706,1.62,2.459,1.36,128,25.922,1426,288.793,28.844,5.842,687.291,139.19,24485,2631023,532.833,4.959,25605,5.186,0.255,3.9,tests performed,40000,,,,5221,0.81,,,1057,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,11/01/2021,152539,4926,6363.143,2352,8,12.429,30892.123,997.611,1288.661,476.326,1.62,2.517,1.23,144,29.163,1575,318.968,,,,,19794,2650817,536.842,4.009,25494,5.163,0.25,4,tests performed,,,,,6919,,,,1401,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,12/01/2021,155591,3052,6038.429,2397,45,16.429,31510.212,618.09,1222.9,485.439,9.113,3.327,1.12,160,32.403,1690,342.258,,,,,18945,2669762,540.679,3.837,25356,5.135,0.238,4.2,tests performed,,,,,8157,,,,1652,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,13/01/2021,159144,3553,5427.143,2460,63,23,32229.764,719.552,1099.102,498.198,12.759,4.658,1.03,176,35.643,1750,354.409,,,,,24583,2694345,545.657,4.979,24815,5.026,0.219,4.6,tests performed,77303,,,,9394,1.57,,,1902,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,14/01/2021,163057,3913,5057.143,2488,28,25.857,33022.223,792.459,1024.17,503.869,5.671,5.237,0.96,173,35.036,1792,362.915,,,,,28178,2722523,551.364,5.707,24754,5.013,0.204,4.9,tests performed,,,,,9452,,,,1914,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,15/01/2021,166548,3491,4380.571,2536,48,29.857,33729.218,706.996,887.151,513.589,9.721,6.047,0.89,187,37.871,1846,373.851,,,,,22833,2745356,555.988,4.624,24113,4.883,0.182,5.5,tests performed,,,,,8873,,,,1797,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,16/01/2021,169780,3232,4150.429,2595,59,37,34383.762,654.543,840.543,525.538,11.949,7.493,0.84,191,38.681,1848,374.256,,,,,26663,2772019,561.388,5.4,23640,4.788,0.176,5.7,tests performed,,,,,8293,,,,1679,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,17/01/2021,172726,2946,3587.571,2608,13,37.714,34980.384,596.622,726.553,528.171,2.633,7.638,0.79,196,39.694,1923,389.445,58.683,11.885,889.202,180.081,21441,2793460,565.73,4.342,23205,4.699,0.155,6.5,tests performed,94000,,,,7714,1.9,,,1562,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,18/01/2021,174843,2117,3186.286,2616,8,37.714,35409.118,428.734,645.285,529.791,1.62,7.638,0.76,199,40.301,2020,409.089,,,,,18191,2811651,569.414,3.684,22976,4.653,0.139,7.2,tests performed,,,,,7267,,,,1472,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,19/01/2021,176839,1996,3035.429,2708,92,44.429,35813.347,404.229,614.733,548.423,18.632,8.998,0.74,209,42.327,1954,395.723,,,,,19218,2830869,573.306,3.892,23015,4.661,0.132,7.6,tests performed,,,,,6819,,,,1381,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,20/01/2021,179324,2485,2882.857,2768,60,44,36316.608,503.261,583.835,560.574,12.151,8.911,0.71,210,42.529,1941,393.09,,,,,24296,2855165,578.227,4.92,22974,4.653,0.125,8,tests performed,121900,,,,6371,2.47,,,1290,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,21/01/2021,181922,2598,2695,2818,50,47.143,36842.753,526.146,545.79,570.7,10.126,9.547,0.69,214,43.339,1949,394.711,,,,,23196,2878361,582.924,4.698,22263,4.509,0.121,8.3,tests performed,,,,,6528,,,,1322,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,22/01/2021,184279,2357,2533,2870,52,47.714,37320.092,477.338,512.982,581.231,10.531,9.663,0.67,218,44.149,1969,398.761,,,,,24189,2902550,587.823,4.899,22456,4.548,0.113,8.9,tests performed,,,,,6686,,,,1354,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,23/01/2021,186184,1905,2343.429,2947,77,50.286,37705.891,385.8,474.59,596.825,15.594,10.184,0.65,216,43.744,1893,383.369,,,,,21492,2924042,592.176,4.353,21718,4.398,0.108,9.3,tests performed,,,,,6843,,,,1386,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,24/01/2021,187554,1370,2118.286,2970,23,51.714,37983.343,277.452,428.994,601.483,4.658,10.473,0.62,221,44.757,1914,387.622,65.646,13.295,830.519,168.196,19593,2943635,596.144,3.968,21454,4.345,0.099,10.1,tests performed,143000,,,,7000,2.9,,,1418,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,25/01/2021,188923,1369,2011.429,2977,7,51.571,38260.592,277.249,407.354,602.901,1.418,10.444,0.62,218,44.149,1948,394.508,,,,,14884,2958519,599.158,3.014,20981,4.249,0.096,10.4,tests performed,,,,,6552,,,,1327,85.19,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,26/01/2021,189851,928,1858.857,3066,89,51.143,38448.53,187.938,376.455,620.925,18.024,10.357,0.62,216,43.744,1823,369.193,,,,,16665,2975184,602.533,3.375,20616,4.175,0.09,11.1,tests performed,,,,,6105,,,,1236,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,27/01/2021,191182,1331,1694,3120,54,50.286,38718.084,269.553,343.068,631.861,10.936,10.184,0.62,212,42.934,1727,349.751,,,,,22387,2997571,607.067,4.534,20344,4.12,0.083,12,tests performed,161500,147700,13800,,5657,3.27,2.99,0.28,1146,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,28/01/2021,192645,1463,1531.857,3167,47,49.857,39014.37,296.286,310.231,641.379,9.518,10.097,0.62,214,43.339,1620,328.082,,,,,21780,3019351,611.477,4.411,20141,4.079,0.076,13.1,tests performed,,,,,6271,,,,1270,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,29/01/2021,193892,1247,1373.286,3214,47,49.143,39266.912,252.542,278.117,650.898,9.518,9.952,0.63,211,42.732,1552,314.31,,,,,21943,3041294,615.921,4.444,19821,4.014,0.069,14.4,tests performed,,,,,6886,,,,1395,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,30/01/2021,195303,1411,1302.714,3292,78,49.286,39552.667,285.755,263.825,666.694,15.797,9.981,0.64,213,43.137,1494,302.564,,,,,21598,3062892,620.295,4.374,19836,4.017,0.066,15.2,tests performed,,,,,7500,,,,1519,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,31/01/2021,196547,1244,1284.714,3307,15,48.143,39804.601,251.934,260.18,669.732,3.038,9.75,0.65,211,42.732,1515,306.817,66.64,13.496,610.705,123.68,17649,3080541,623.87,3.574,19558,3.961,0.066,15.2,tests performed,199800,150500,49300,,8114,4.05,3.05,1,1643,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,01/02/2021,197553,1006,1232.857,3317,10,48.571,40008.336,203.735,249.678,671.757,2.025,9.837,0.65,207,41.922,1529,309.652,,,,,15047,3095588,626.917,3.047,19581,3.966,0.063,15.9,tests performed,,,,,8118,,,,1644,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,02/02/2021,198424,871,1224.714,3418,101,50.286,40184.73,176.394,248.029,692.212,20.454,10.184,0.67,207,41.922,1418,287.173,,,,,16329,3111917,630.224,3.307,19533,3.956,0.063,15.9,tests performed,,,,,8122,,,,1645,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,03/02/2021,199430,1006,1178.286,3512,94,56,40388.465,203.735,238.626,711.249,19.037,11.341,0.67,202,40.909,1366,276.642,,,,,18442,3130359,633.959,3.735,18970,3.842,0.062,16.1,tests performed,,,,,8126,,,,1646,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,04/02/2021,200744,1314,1157,3586,74,59.857,40654.575,266.111,234.315,726.235,14.986,12.122,0.69,187,37.871,1308,264.896,,,,,20214,3150573,638.052,4.094,18746,3.796,0.062,16.2,tests performed,,,,,7643,,,,1548,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,05/02/2021,201763,1019,1124.429,3621,35,58.143,40860.943,206.367,227.719,733.323,7.088,11.775,0.69,181,36.656,1258,254.77,,,,,20278,3170851,642.159,4.107,18508,3.748,0.061,16.5,tests performed,230766,151212,79554,,7159,4.67,3.06,1.61,1450,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,06/02/2021,202548,785,1035,3674,53,54.571,41019.921,158.978,209.608,744.057,10.734,11.052,0.69,180,36.454,1199,242.821,,,,,19497,3190348,646.108,3.949,18208,3.687,0.057,17.6,tests performed,,,,,6486,,,,1314,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,07/02/2021,203568,1020,1003,3686,12,54.143,41226.491,206.57,203.127,746.487,2.43,10.965,0.71,179,36.251,1203,243.631,53.71,10.877,462.504,93.666,15377,3205725,649.222,3.114,17883,3.622,0.056,17.8,tests performed,240487,153654,86833,,5812,4.87,3.11,1.76,1177,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,08/02/2021,204397,829,977.714,3687,1,52.857,41394.379,167.889,198.006,746.689,0.203,10.705,0.72,175,35.441,1212,245.454,,,,,12697,3218422,651.793,2.571,17548,3.554,0.056,17.9,tests performed,243353,154900,88453,2866,5337,4.93,3.14,1.79,1081,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,09/02/2021,204940,543,930.857,3752,65,47.714,41504.347,109.968,188.517,759.853,13.164,9.663,0.74,178,36.048,1104,223.582,,,,,15126,3233548,654.857,3.063,17376,3.519,0.054,18.7,tests performed,248284,158904,89380,4931,5157,5.03,3.22,1.81,1044,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,10/02/2021,205939,999,929.857,3794,42,40.286,41706.664,202.317,188.314,768.359,8.506,8.159,0.76,170,34.428,1032,209,,,,,18213,3251761,658.545,3.688,17343,3.512,0.054,18.7,tests performed,256681,166863,89818,8397,5472,5.2,3.38,1.82,1108,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,11/02/2021,206801,862,865.286,3846,52,37.143,41881.236,174.572,175.237,778.89,10.531,7.522,0.77,170,34.428,984,199.279,,,,,17372,3269133,662.063,3.518,16937,3.43,0.051,19.6,tests performed,261073,171239,89834,4392,5214,5.29,3.47,1.82,1056,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,12/02/2021,207720,919,851,3865,19,34.857,42067.352,186.115,172.344,782.738,3.848,7.059,0.79,173,35.036,959,194.216,,,,,18841,3287974,665.879,3.816,16732,3.389,0.051,19.7,tests performed,265237,175238,89999,4164,4924,5.37,3.55,1.82,997,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,13/02/2021,208796,1076,892.571,3931,66,36.714,42285.262,217.911,180.763,796.104,13.366,7.435,0.8,170,34.428,898,181.863,,,,,18174,3306148,669.559,3.681,16543,3.35,0.054,18.5,tests performed,268551,176926,91625,3314,4704,5.44,3.58,1.86,953,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,14/02/2021,209582,786,859.143,3948,17,37.429,42444.443,159.18,173.993,799.547,3.443,7.58,0.8,160,32.403,899,182.065,46.748,9.467,340.164,68.89,14450,3320598,672.486,2.926,16410,3.323,0.052,19.1,tests performed,271942,180192,91750,3391,4494,5.51,3.65,1.86,910,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,15/02/2021,210402,820,857.857,3948,0,37.286,42610.509,166.066,173.733,799.547,0,7.551,0.81,158,31.998,916,185.508,,,,,11452,3332050,674.805,2.319,16233,3.287,0.053,18.9,tests performed,280581,182193,98388,8639,5318,5.68,3.69,1.99,1077,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,16/02/2021,211113,711,881.857,3980,32,32.571,42754.5,143.991,178.593,806.028,6.481,6.596,0.82,155,31.391,861,174.369,,,,,13119,3345169,677.462,2.657,15946,3.229,0.055,18.1,tests performed,293752,187893,105859,13171,6495,5.95,3.81,2.14,1315,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,17/02/2021,211751,638,830.286,4036,56,34.571,42883.708,129.207,168.149,817.369,11.341,7.001,0.82,154,31.188,831,168.294,,,,,17122,3362291,680.93,3.468,15790,3.198,0.053,19,tests performed,310900,197609,113291,17148,7746,6.3,4,2.29,1569,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,18/02/2021,212647,896,835.143,4082,46,33.714,43065.165,181.457,169.133,826.685,9.316,6.828,0.83,151,30.58,771,156.143,,,,,15829,3378120,684.135,3.206,15570,3.153,0.054,18.6,tests performed,326475,205955,120520,15575,9343,6.61,4.17,2.44,1892,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,19/02/2021,213400,753,811.429,4109,27,34.857,43217.662,152.497,164.33,832.153,5.468,7.059,0.83,153,30.985,754,152.7,,,,,17036,3395156,687.585,3.45,15312,3.101,0.053,18.9,tests performed,340704,214384,126320,14229,10781,6.9,4.34,2.56,2183,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,20/02/2021,214378,978,797.429,4135,26,29.143,43415.726,198.064,161.495,837.418,5.266,5.902,0.84,149,30.175,719,145.612,,,,,15606,3410762,690.746,3.161,14945,3.027,0.053,18.7,tests performed,350322,219899,130423,9618,11682,7.09,4.45,2.64,2366,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,21/02/2021,215057,679,782.143,4136,1,26.857,43553.237,137.511,158.399,837.621,0.203,5.439,0.83,151,30.58,744,150.675,37.796,7.654,297.395,60.228,14901,3425663,693.764,3.018,15009,3.04,0.052,19.2,tests performed,353971,222073,131898,3649,11718,7.17,4.5,2.67,2373,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,22/02/2021,215743,686,763,4137,1,27,43692.165,138.928,154.522,837.823,0.203,5.468,0.83,156,31.593,726,147.029,,,,,11828,3437491,696.159,2.395,15063,3.051,0.051,19.7,tests performed,359616,226291,133325,5645,11291,7.28,4.58,2.7,2287,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,23/02/2021,216300,557,741,4181,44,28.714,43804.969,112.803,150.067,846.734,8.911,5.815,0.83,151,30.58,693,140.346,,,,,13841,3451332,698.962,2.803,15166,3.071,0.049,20.5,tests performed,373280,238841,134439,13664,11361,7.56,4.84,2.72,2301,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,24/02/2021,216840,540,727,4237,56,28.714,43914.329,109.361,147.232,858.075,11.341,5.815,0.82,136,27.543,652,132.043,,,,,16607,3467939,702.325,3.363,15093,3.057,0.048,20.8,tests performed,391355,254948,136407,18075,11494,7.93,5.16,2.76,2328,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
