location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Ireland,25/02/2021,217478,638,690.143,4271,34,27,44043.537,129.207,139.767,864.961,6.886,5.468,0.83,141,28.555,591,119.689,,,,,18206,3486145,706.012,3.687,15432,3.125,0.045,22.4,tests performed,409529,271594,137935,18174,11865,8.29,5.5,2.79,2403,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,26/02/2021,218251,773,693,4300,29,27.286,44200.084,156.548,140.346,870.834,5.873,5.526,0.84,136,27.543,574,116.246,,,,,19178,3505323,709.896,3.884,15738,3.187,0.044,22.7,tests performed,426070,285780,140290,16541,12195,8.63,5.79,2.84,2470,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,27/02/2021,218980,729,657.429,4313,13,25.429,44347.721,147.637,133.142,873.467,2.633,5.15,0.84,134,27.138,550,111.386,,,,,18273,3523596,713.597,3.701,16119,3.264,0.041,24.5,tests performed,435895,294550,141345,9825,12225,8.83,5.97,2.86,2476,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,28/02/2021,219592,612,647.857,4319,6,26.143,44471.663,123.942,131.204,874.682,1.215,5.294,0.84,134,27.138,554,112.196,31.828,6.446,203.9,41.294,13102,3536698,716.25,2.653,15862,3.212,0.041,24.5,tests performed,439782,297899,141883,3887,12259,8.91,6.03,2.87,2483,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,01/03/2021,220273,681,647.143,4319,0,26,44609.579,137.916,131.059,874.682,0,5.266,0.83,117,23.695,540,109.361,,,,,12210,3548908,718.723,2.473,15917,3.224,0.041,24.6,tests performed,446474,303550,142924,6692,12408,9.04,6.15,2.89,2513,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,02/03/2021,220630,357,618.571,4333,14,21.714,44681.878,72.299,125.273,877.517,2.835,4.398,0.82,115,23.29,498,100.855,,,,,11680,3560588,721.089,2.365,15608,3.161,0.04,25.2,tests performed,460637,316056,144581,14163,12480,9.33,6.4,2.93,2527,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,03/03/2021,221189,559,621.286,4357,24,17.143,44795.087,113.208,125.822,882.377,4.86,3.472,0.82,110,22.277,489,99.032,,,,,15277,3575865,724.182,3.094,15418,3.122,0.04,24.8,tests performed,,,,,12271,,,,2485,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,04/03/2021,221649,460,595.857,4396,39,17.857,44888.246,93.159,120.673,890.276,7.898,3.616,0.82,105,21.265,460,93.159,,,,,14244,3590109,727.067,2.885,14852,3.008,0.04,24.9,tests performed,493873,346256,147617,,12049,10,7.01,2.99,2440,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,05/03/2021,222169,520,559.714,4405,9,15,44993.556,105.31,113.353,892.098,1.823,3.038,0.83,100,20.252,426,86.273,,,,,16640,3606749,730.437,3.37,14489,2.934,0.039,25.9,tests performed,513322,363601,149721,19449,12465,10.4,7.36,3.03,2524,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,06/03/2021,222699,530,531.286,4419,14,15.143,45100.891,107.335,107.596,894.934,2.835,3.067,0.84,103,20.86,414,83.843,,,,,13325,3620074,733.136,2.699,13783,2.791,0.039,25.9,tests performed,523069,373149,149920,9747,12453,10.59,7.56,3.04,2522,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,07/03/2021,223219,520,518.143,4422,3,14.714,45206.201,105.31,104.934,895.541,0.608,2.98,0.85,103,20.86,423,85.666,33.818,6.849,175.055,35.452,13756,3633830,735.921,2.786,13876,2.81,0.037,26.8,tests performed,525768,375521,150247,2699,12284,10.65,7.61,3.04,2488,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,08/03/2021,223651,432,482.571,4422,0,14.714,45293.69,87.488,97.73,895.541,0,2.98,0.87,101,20.454,418,84.653,,,,,10682,3644512,738.085,2.163,13658,2.766,0.035,28.3,tests performed,536617,382528,154089,10849,12878,10.87,7.75,3.12,2608,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,09/03/2021,223957,306,475.286,4452,30,17,45355.661,61.971,96.255,901.617,6.076,3.443,0.89,93,18.834,397,80.4,,,,,13585,3658097,740.836,2.751,13930,2.821,0.034,29.3,tests performed,553161,396089,157072,16544,13218,11.2,8.02,3.18,2677,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,10/03/2021,224588,631,485.571,4499,47,20.286,45483.451,127.79,98.338,911.135,9.518,4.108,0.92,92,18.632,370,74.932,,,,,15592,3673689,743.994,3.158,13975,2.83,0.035,28.8,tests performed,570391,409662,160729,17230,13305,11.55,8.3,3.26,2695,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,11/03/2021,225179,591,504.286,4509,10,16.143,45603.14,119.689,102.128,913.16,2.025,3.269,0.93,87,17.619,359,72.705,,,,,15750,3689439,747.183,3.19,14190,2.874,0.036,28.1,tests performed,589512,426819,162693,19121,13663,11.94,8.64,3.29,2767,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,12/03/2021,225820,641,521.571,4518,9,16.143,45732.955,129.815,105.628,914.983,1.823,3.269,0.94,86,17.417,344,69.667,,,,,16499,3705938,750.525,3.341,14170,2.87,0.037,27.2,tests performed,606904,443092,163812,17392,13369,12.29,8.97,3.32,2707,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,13/03/2021,226358,538,522.714,4534,16,16.429,45841.91,108.955,105.86,918.223,3.24,3.327,0.94,85,17.214,340,68.857,,,,,16203,3722141,753.806,3.281,14581,2.953,0.036,27.9,tests performed,615934,451589,164345,9030,13266,12.47,9.15,3.33,2687,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,14/03/2021,226741,383,503.143,4534,0,16,45919.475,77.565,101.896,918.223,0,3.24,0.94,86,17.417,349,70.679,27.85,5.64,153.173,31.021,13349,3735490,756.51,2.703,14523,2.941,0.035,28.9,tests performed,617050,452554,164496,1116,13040,12.5,9.17,3.33,2641,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,15/03/2021,227316,575,523.571,4534,0,16,46035.924,116.449,106.033,918.223,0,3.24,0.96,85,17.214,360,72.907,,,,,10586,3746076,758.653,2.144,14509,2.938,0.036,27.7,tests performed,620580,455182,165398,3530,11995,12.57,9.22,3.35,2429,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,16/03/2021,227663,347,529.429,4552,18,14.286,46106.198,70.274,107.22,921.869,3.645,2.893,0.97,85,17.214,355,71.894,,,,,11392,3757468,760.961,2.307,14196,2.875,0.037,26.8,tests performed,632359,463500,168859,11779,11314,12.81,9.39,3.42,2291,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,17/03/2021,228215,552,518.143,4566,14,9.571,46217.989,111.791,104.934,924.704,2.835,1.938,0.98,82,16.607,350,70.882,,,,,15990,3773458,764.199,3.238,14253,2.887,0.036,27.5,tests performed,639586,468328,171258,7227,9885,12.95,9.48,3.47,2002,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,18/03/2021,228796,581,516.714,4566,0,8.143,46335.653,117.664,104.645,924.704,0,1.649,0.99,83,16.809,345,69.869,,,,,13514,3786972,766.936,2.737,13933,2.822,0.037,27,tests performed,654251,478725,175526,14665,9248,13.25,9.7,3.55,1873,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,19/03/2021,229306,510,498,4576,10,8.286,46438.938,103.285,100.855,926.729,2.025,1.678,1,87,17.619,336,68.047,,,,,12942,3799914,769.557,2.621,13425,2.719,0.037,27,tests performed,668529,487466,181063,14278,8804,13.54,9.87,3.67,1783,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,20/03/2021,229831,525,496.143,4585,9,7.286,46545.26,106.323,100.479,928.552,1.823,1.475,1.01,83,16.809,328,66.426,,,,,16621,3816535,772.923,3.366,13485,2.731,0.037,27.2,tests performed,675946,492106,183840,7417,8573,13.69,9.97,3.72,1736,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,21/03/2021,230599,768,551.143,4587,2,7.571,46700.795,155.535,111.617,928.957,0.405,1.533,1.03,80,16.202,360,72.907,23.871,4.834,150.19,30.416,14882,3831417,775.937,3.014,13704,2.775,0.04,24.9,tests performed,680015,495824,184191,4069,8995,13.77,10.04,3.73,1822,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,22/03/2021,231119,520,543.286,4588,1,7.714,46806.105,105.31,110.026,929.159,0.203,1.562,1.03,80,16.202,359,72.705,,,,,12722,3844139,778.513,2.576,14009,2.837,0.039,25.8,tests performed,690449,503796,186653,10434,9981,13.98,10.2,3.78,2021,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,23/03/2021,231484,365,545.857,4610,22,8.286,46880.025,73.92,110.547,933.615,4.455,1.678,1.02,76,15.391,357,72.299,,,,,15044,3859183,781.56,3.047,14531,2.943,0.038,26.6,tests performed,709348,515800,193548,18899,10998,14.37,10.45,3.92,2227,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,24/03/2021,232164,680,564.143,4628,18,8.857,47017.738,137.713,114.25,937.26,3.645,1.794,1.02,75,15.189,329,66.629,,,,,20112,3879295,785.633,4.073,15120,3.062,0.037,26.8,tests performed,732678,529984,202694,23330,13299,14.84,10.73,4.1,2693,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,25/03/2021,232758,594,566,4631,3,9.286,47138.035,120.297,114.626,937.868,0.608,1.881,1.01,75,15.189,312,63.186,,,,,17979,3897274,789.274,3.641,15757,3.191,0.036,27.8,tests performed,760168,548945,211223,27490,15131,15.39,11.12,4.28,3064,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,26/03/2021,233327,569,574.429,4651,20,10.714,47253.268,115.234,116.333,941.918,4.05,2.17,1,66,13.366,317,64.199,,,,,18491,3915765,793.019,3.745,16550,3.352,0.035,28.8,tests performed,786569,567023,219546,26401,16863,15.93,11.48,4.45,3415,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,27/03/2021,233937,610,586.571,4653,2,9.714,47376.805,123.537,118.792,942.323,0.405,1.967,1,65,13.164,304,61.566,,,,,21134,3936899,797.299,4.28,17195,3.482,0.034,29.3,tests performed,802502,577641,224861,15933,18079,16.25,11.7,4.55,3661,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,28/03/2021,234541,604,563.143,4666,13,11.286,47499.127,122.322,114.047,944.956,2.633,2.286,0.99,68,13.771,322,65.211,20.887,4.23,127.313,25.783,19619,3956518,801.272,3.973,17872,3.619,0.032,31.7,tests performed,806541,580857,225684,4039,18075,16.33,11.76,4.57,3661,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,29/03/2021,235078,537,565.571,4667,1,11.286,47607.88,108.753,114.539,945.159,0.203,2.286,0.97,70,14.176,331,67.034,,,,,13507,3970025,804.007,2.735,17984,3.642,0.031,31.8,tests performed,819676,590688,228988,13135,18461,16.6,11.96,4.64,3739,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,30/03/2021,235444,366,565.714,4681,14,10.143,47682.002,74.122,114.568,947.994,2.835,2.054,0.96,65,13.164,310,62.781,,,,,14957,3984982,807.037,3.029,17971,3.639,0.031,31.8,tests performed,840561,603802,236759,20885,18745,17.02,12.23,4.79,3796,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,31/03/2021,235854,410,527.143,4687,6,8.429,47765.035,83.033,106.757,949.209,1.215,1.707,0.95,64,12.961,297,60.148,,,,,21152,4006134,811.32,4.284,18120,3.67,0.029,34.4,tests performed,865460,619003,246457,24899,18969,17.53,12.54,4.99,3842,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,01/04/2021,236600,746,548.857,4705,18,10.571,47916.115,151.08,111.154,952.854,3.645,2.141,0.96,63,12.759,274,55.49,,,,,19535,4025669,815.276,3.956,18342,3.715,0.03,33.4,tests performed,893375,636963,256412,27915,19030,18.09,12.9,5.19,3854,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,02/04/2021,237187,587,551.429,4713,8,8.857,48034.994,118.879,111.675,954.474,1.62,1.794,0.94,62,12.556,264,53.465,,,,,19031,4044700,819.131,3.854,18419,3.73,0.03,33.4,tests performed,923878,655292,268586,30503,19616,18.71,13.27,5.44,3973,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,03/04/2021,237695,508,536.857,4715,2,8.857,48137.874,102.88,108.724,954.879,0.405,1.794,0.92,65,13.164,242,49.01,,,,,16662,4061362,822.505,3.374,17780,3.601,0.03,33.1,tests performed,932324,660800,271524,8446,18546,18.88,13.38,5.5,3756,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,04/04/2021,238148,453,515.286,4718,3,7.429,48229.615,91.741,104.355,955.487,0.608,1.504,0.9,58,11.746,242,49.01,25.86,5.237,123.334,24.978,13946,4075308,825.329,2.824,16970,3.437,0.03,32.9,tests performed,,,,,18580,,,,3763,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,05/04/2021,238466,318,484,4718,0,7.286,48294.016,64.401,98.019,955.487,0,1.475,0.89,58,11.746,260,52.655,,,,,11954,4087262,827.75,2.421,16748,3.392,0.029,34.6,tests performed,940883,667182,273701,,17315,19.05,13.51,5.54,3507,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,06/04/2021,238907,441,494.714,4727,9,6.571,48383.327,89.311,100.189,957.31,1.823,1.331,0.89,60,12.151,261,52.858,,,,,13864,4101126,830.558,2.808,16592,3.36,0.03,33.5,tests performed,961887,679844,282043,21004,17332,19.48,13.77,5.71,3510,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,07/04/2021,239325,418,495.857,4732,5,6.429,48467.98,84.653,100.421,958.322,1.013,1.302,0.88,56,11.341,232,46.985,,,,,16151,4117277,833.829,3.271,15878,3.216,0.031,32,tests performed,1018264,716636,301628,56377,21829,20.62,14.51,6.11,4421,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,08/04/2021,239723,398,446.143,4737,5,4.571,48548.583,80.603,90.353,959.335,1.013,0.926,0.87,55,11.139,226,45.769,,,,,19214,4136491,837.72,3.891,15832,3.206,0.028,35.5,tests performed,,,,,19817,,,,4013,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,09/04/2021,240192,469,429.286,4769,32,8,48643.565,94.982,86.939,965.816,6.481,1.62,0.87,53,10.734,212,42.934,,,,,16795,4153286,841.121,3.401,15512,3.141,0.028,36.1,tests performed,1045919,735997,309922,,17434,21.18,14.91,6.28,3531,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,10/04/2021,240643,451,421.143,4783,14,9.714,48734.901,91.336,85.29,968.651,2.835,1.967,0.88,52,10.531,208,42.124,,,,,16849,4170135,844.534,3.412,15539,3.147,0.027,36.9,tests performed,,,,,17496,,,,3543,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,11/04/2021,240945,302,399.571,4785,2,9.571,48796.062,61.161,80.921,969.056,0.405,1.938,0.88,53,10.734,213,43.137,14.919,3.021,102.447,20.748,14355,4184490,847.441,2.907,15597,3.159,0.026,39,tests performed,1063666,749450,314216,,18152,21.54,15.18,6.36,3676,84.26,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,12/04/2021,241330,385,409.143,4785,0,9.571,48874.032,77.97,82.859,969.056,0,1.938,0.89,50,10.126,227,45.972,,,,,11918,4196408,849.854,2.414,15592,3.158,0.026,38.1,tests performed,1076216,758763,317453,12550,19333,21.8,15.37,6.43,3915,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,13/04/2021,241684,354,396.714,4803,18,10.857,48945.724,71.692,80.342,972.701,3.645,2.199,0.9,48,9.721,206,41.719,,,,,13650,4210058,852.619,2.764,15562,3.152,0.025,39.2,tests performed,1094964,769721,325243,18748,19011,22.18,15.59,6.59,3850,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,14/04/2021,242105,421,397.143,4812,9,11.429,49030.985,85.261,80.429,974.524,1.823,2.315,0.9,49,9.923,192,38.884,,,,,16872,4226930,856.036,3.417,15665,3.172,0.025,39.4,tests performed,1121003,789526,331477,26039,14677,22.7,15.99,6.71,2972,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,15/04/2021,242402,297,382.714,4820,8,11.857,49091.133,60.148,77.507,976.144,1.62,2.401,0.9,51,10.328,184,37.264,,,,,14926,4241856,859.059,3.023,15052,3.048,0.025,39.3,tests performed,,,,,17512,,,,3547,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,16/04/2021,242819,417,375.286,4831,11,8.857,49175.584,84.451,76.003,978.372,2.228,1.794,0.92,53,10.734,190,38.479,,,,,15404,4257260,862.178,3.12,14853,3.008,0.025,39.6,tests performed,1188354,838644,349710,,20348,24.07,16.98,7.08,4121,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,17/04/2021,243238,419,370.714,4835,4,7.429,49260.439,84.856,75.077,979.182,0.81,1.504,0.94,50,10.126,183,37.061,,,,,14999,4272259,865.216,3.038,14589,2.955,0.025,39.4,tests performed,1204063,852189,351874,15709,21324,24.38,17.26,7.13,4319,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,18/04/2021,243508,270,366.143,4836,1,7.286,49315.12,54.68,74.151,979.384,0.203,1.475,0.97,47,9.518,181,36.656,17.903,3.626,98.469,19.942,14580,4286839,868.169,2.953,14621,2.961,0.025,39.9,tests performed,1208459,855512,352947,4396,20685,24.47,17.33,7.15,4189,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,19/04/2021,243911,403,368.714,4836,0,7.286,49396.735,81.615,74.672,979.384,0,1.475,1,,,,,,,,,11977,4298816,870.594,2.426,14630,2.963,0.025,39.7,tests performed,,,,,21214,,,,4296,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,20/04/2021,244297,386,373.286,4847,11,6.286,49474.907,78.173,75.598,981.612,2.228,1.273,1.02,,,,,,,,,15085,4313901,873.649,3.055,14835,3.004,0.025,39.7,tests performed,1240965,878823,362142,,20857,25.13,17.8,7.33,4224,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,21/04/2021,244695,398,370,4856,9,6.286,49555.51,80.603,74.932,983.435,1.823,1.273,1.04,,,,,,,,,19058,4332959,877.509,3.86,15147,3.068,0.024,40.9,tests performed,1275828,904774,371054,34863,22118,25.84,18.32,7.51,4479,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,22/04/2021,245310,615,415.429,4866,10,6.571,49680.06,124.549,84.132,985.46,2.025,1.331,1.07,,,,,,,,,18095,4351054,881.173,3.665,15600,3.159,,,tests performed,1317165,934980,382185,41337,23212,26.68,18.94,7.74,4701,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,23/04/2021,245743,433,417.714,4867,1,5.143,49767.751,87.691,84.595,985.662,0.203,1.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
Ireland,24/04/2021,246204,461,423.714,4872,5,5.286,49861.112,93.361,85.81,986.675,1.013,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955
